rowID,nodeType,speaker,characterID,text,portraitKey,nextID,prompt,targetID,isEnable
Heca_First_10,Line,NPC,Heca,"맞아, 이해가 빠른 걸! 난 너의 그 멋진 검을 살짝 강화해줄 수 있어.\n규칙상 만날 때 마다 한 번만 해주겠지만.",Talk,Heca_First_11,,,TRUE
Heca_First_11,Line,Player,Eclis,규칙...,Default,Heca_First_12,,,TRUE
Heca_First_12,Line,NPC,Heca,"자, 이해했으면 얼른 그 검을 이리 가져와 봐.",Talk,Heca_First_13,,,TRUE
Heca_First_13,End,,,,,,,,TRUE
Heca_Second_1,Line,NPC,Heca,"오, 젊은이. 또 보네?",Talk,Heca_Second_2,,,TRUE
Heca_Second_2,Line,Player,Eclis,나를 말하는 건가? 호칭이 왜 그 모양이지?,Talk,Heca_Second_3,,,TRUE
Heca_Second_3,Line,NPC,Heca,"거 참, 저번부터 꼬투리 참 많이 잡네. 그럼 네가 늙은이야?",Talk,Heca_Second_4,,,TRUE
Heca_Second_4,Line,Player,Eclis,나보다 젊어보이는 여성한테 젊은이라 불리니 기분이 굉장히 묘한데.,Talk,Heca_Second_5,,,TRUE
Heca_Second_5,Line,NPC,Heca,"하긴 그렇겠군, 미안하지만 이건 내 원래 모습이 아니야.",Talk,Heca_Second_6,,,TRUE
Heca_Second_6,Line,NPC,Heca,이래 봬도 연배가 있으시다고. 하핫!,Laugh,Heca_Second_7,,,TRUE
Heca_Second_7,Line,Player,Eclis,...관심 없어. 하던 일이나 하시지.,SickOf,Heca_Second_8,,,TRUE
Heca_Second_8,Line,NPC,Heca,...하핫.,Default,Heca_Second_9,,,TRUE
Heca_Second_9,Line,NPC,Heca,통성명이나 할까? 헤카라고 한다. 잘 부탁해.,Talk,Heca_Second_10,,,TRUE
Heca_Second_10,Line,Player,Eclis,이클리스다.,Talk,Heca_Second_11,,,TRUE
Heca_Second_11,Line,NPC,Heca,"그렇군, 이클리스.",Default,Heca_Second_12,,,TRUE
Heca_Second_12,Line,NPC,Heca,사실 너의 이름은 알고 있었어. 그냥 내 이름을 소개하고 싶었지.,Talk,Heca_Second_13,,,TRUE
Heca_Second_13,Line,NPC,Heca,하하하핫!,Laugh,Heca_Second_14,,,TRUE
Heca_Second_14,Line,Player,Eclis,...,Bored,Heca_Second_15,,,TRUE
Heca_Second_15,End,,,,,,,,TRUE
Heca_Third_1,Line,NPC,Heca,"슬슬 날 반갑게 맞아줄 때도 되지 않았어, 젊은이?",Talk,Heca_Third_2,,,TRUE
Heca_Third_2,Line,Player,Eclis,잡담할 기분이 아니다.,Talk,Heca_Third_3,,,TRUE
Heca_Third_3,Line,NPC,Heca,"왜, 아직도 시련을 통과하지 못해서 분한가봐? 아니면 그 기분나쁜 성직자가 긁기라도 했나.",Talk,Heca_Third_4,,,TRUE
Heca_Third_4,Line,Player,Eclis,...네 알바 아니다. 닥치고 대장장이의 일을 해.,SickOf,Heca_Third_5,,,TRUE
Heca_Third_5,Line,NPC,Heca,"튕기기는. 그래, 네가 원하는대로 해주겠다고.",Talk,Heca_Third_6,,,TRUE
Heca_Third_6,End,,,,,,,,TRUE
Heca_Fourth_1,Line,Player,Eclis,술을 마셨나? 냄새가 나는데.,Talk,Heca_Fourth_2,,,TRUE
Heca_Fourth_2,Line,NPC,Heca,"이런, 들켰네.",Talk,Heca_Fourth_3,,,TRUE
Heca_Fourth_3,Line,NPC,Heca,"랄까, 술은 언제나 마셨었는데. 하하핫!",Laugh,Heca_Fourth_4,,,TRUE
Heca_Fourth_4,Line,Player,Eclis,이런 정신나간... 난 절대로 술 마시고 작업하는 대장장이에게 내 검을 맡기지 않아.,Bored,Heca_Fourth_5,,,TRUE
Heca_Fourth_5,Line,NPC,Heca,그럼 이게 만약 네 검이었으면 어쨌을 거지?,Talk,Heca_Fourth_6,,,TRUE
Heca_Fourth_6,Line,Player,Eclis,네 목을 베어버렸겠지.,Bored,Heca_Fourth_7,,,TRUE
Heca_Fourth_7,Line,NPC,Heca,아하.,Talk,Heca_Fourth_8,,,TRUE
Heca_Fourth_8,Line,NPC,Heca,"아쉽지만, 여기서 이 검을 손 볼 수 있는 건 나밖에 없어서 말이야. 앞으로도 취한 대장장이와 함께해줘야겠어.",Talk,Heca_Fourth_9,,,TRUE
Heca_Fourth_9,Line,Player,Eclis,얼른 시련을 끝내 두 번 다시 볼 일이 없었으면 좋겠군.,Talk,Heca_Fourth_10,,,TRUE
Heca_Fourth_10,Line,NPC,Heca,섭섭하네~,Talk,Heca_Fourth_11,,,TRUE
Heca_Fourth_11,End,,,,,,,,TRUE
Heca_RelicHint_1,Line,Player,Eclis,뭘 하고 있는 중이지?,Talk,Heca_RelicHint_2,,,TRUE
Heca_RelicHint_2,Line,NPC,Heca,"아, 젊은이. 성직자가 굉장히 흥미로운 보석을 나한테 줬거든. 그래서 분석해보는 중이었어.",Talk,Heca_RelicHint_3,,,TRUE
Heca_RelicHint_3,Line,NPC,Heca,잘 가공하면 그 검에 합성할 수 있을 것 같은데.,Talk,Heca_RelicHint_4,,,TRUE
Heca_RelicHint_4,Line,Player,Eclis,강화라면 환영이야.,Talk,Heca_RelicHint_5,,,TRUE
Heca_RelicHint_5,Line,NPC,Heca,"당장 해주긴 어렵긴 하다만, 음...",Default,Heca_RelicHint_6,,,TRUE
Heca_RelicHint_6,Line,NPC,Heca,"그 무기에 어느정도 적응했다 싶으면, 이 보석을 선물로 달아주지. 어때?",Talk,Heca_RelicHint_7,,,TRUE
Heca_RelicHint_7,Line,Player,Eclis,적응했다는 기준이 뭐지?,Talk,Heca_RelicHint_8,,,TRUE
Heca_RelicHint_8,Line,NPC,Heca,불러오는 무기의 힘을 진화시킬 수 있다는 건 잘 알겠지. 그럼 더이상 진화시킬 수 없는 무기의 힘을 한 번에 5개까지 깃들여봐. 그 정도를 해내면 그 무기를 다루는 데에 익숙해졌다고 인정하지.,Talk,Heca_RelicHint_9,,,TRUE
Heca_RelicHint_9,Line,Player,Eclis,귀찮은 짓을 시키는군...,Bored,Heca_RelicHint_10,,,TRUE
Heca_RelicHint_10,Line,NPC,Heca,그래도 분명 도움이 될 거라고. 힘내 젊은이!,Talk,Heca_RelicHint_11,,,TRUE
Heca_RelicHint_11,End,,,,,,,,TRUE
Heca_Heca'sGemstone_1,Line,NPC,Heca,"그래, 보아하니 재미좀 본 모양인데.",Talk,Heca_Heca'sGemstone_2,,,TRUE
Heca_Heca'sGemstone_2,Line,Player,Eclis,재미? 재미고 뭐고 나는 이 망할 시련을 빨리 통과하고 싶을 뿐이야.,SickOf,Heca_Heca'sGemstone_3,,,TRUE
Heca_Heca'sGemstone_3,Line,Player,Eclis,네가 시키는 대로 했으니 잔말 말고 약속을 지키시지. 그게 너한테도 좋을 텐데.,SickOf,Heca_Heca'sGemstone_4,,,TRUE
Heca_Heca'sGemstone_4,Line,NPC,Heca,"워워, 진정해 젊은이. 해준다고 해줘. 자, 무기를 줘봐.",Talk,Heca_Heca'sGemstone_5,,,TRUE
Heca_Heca'sGemstone_5,Line,NPC,Heca,(헤카가 순식간에 무기 손잡이 중앙에 보석을 박는다.),Default,Heca_Heca'sGemstone_6,,,TRUE
Heca_Heca'sGemstone_6,Line,NPC,Heca,"뭐, 성능이 엄청 좋아지고 그런 건 아니고, 검과 너의 동조율이 높아질 거야.",Talk,Heca_Heca'sGemstone_7,,,TRUE
Heca_Heca'sGemstone_7,Line,Player,Eclis,...확실히 느낌이 다르군,Default,Heca_Heca'sGemstone_8,,,TRUE
Heca_Heca'sGemstone_8,Line,NPC,Heca,"얼른 시련에 통과하길 바래, 젊은이",Talk,Heca_Heca'sGemstone_9,,,TRUE
Heca_Heca'sGemstone_9,Line,NPC,Heca,"뭐, 더 오래 있어도 난 좋지만 말이야. 하하핫!",Laugh,Heca_Heca'sGemstone_10,,,TRUE
Heca_Heca'sGemstone_10,Line,Player,Eclis,...,Bored,Heca_Heca'sGemstone_11,,,TRUE
Heca_Heca'sGemstone_11,End,,,,,,,,TRUE
Krabian_First_1,Line,NPC,Krabian,"크아아악! 인간이다, 인간!",Talk,Krabian_First_2,,,TRUE
Krabian_First_2,Line,NPC,Krabian,크라비안 인간 처음 본다!,Talk,Krabian_First_3,,,TRUE
Krabian_First_3,Line,Player,Eclis,"뭐야, 마족이잖아.",Talk,Krabian_First_4,,,TRUE
Krabian_First_4,Choice,Player,Eclis,,,,(검을 든다.),,TRUE
Krabian_First_5,Line,NPC,Krabian,"자, 잠깐! 멈춰라!",Scared,Krabian_First_6,,,TRUE
Krabian_First_6,Line,NPC,Krabian,나 착한 마족이다! 죽이지 마라!,Scared,Krabian_First_7,,,TRUE
Krabian_First_7,Line,Player,Eclis,"뭐? 웃기시네, 마족이 착할리가 없잖아.",Talk,Krabian_First_8,,,TRUE
Krabian_First_8,Line,Player,Eclis,...,Default,Krabian_First_9,,,TRUE
Krabian_First_9,Line,Player,Eclis,내가 널 왜 죽이면 안 되는지 명확하게 설명해라.,Talk,Krabian_First_10,,,TRUE
Krabian_First_10,Line,NPC,Krabian,"크라비안, 상인이다. 인간에게 필요한 존재다.",Talk,Krabian_First_11,,,TRUE
Krabian_First_11,Line,Player,Eclis,상인?,Talk,Krabian_First_12,,,TRUE
Krabian_First_12,Line,NPC,Krabian,그렇다. 인간에게 도움이 된다.,Talk,Krabian_First_13,,,TRUE
Krabian_First_13,End,,,,,,,,TRUE
Krabian_Second_1,Line,NPC,Krabian,크아악! 인간이다!,Talk,Krabian_Second_2,,,TRUE
Krabian_Second_2,Line,Player,Eclis,닥쳐라 괴물. 시끄러우니까.,SickOf,Krabian_Second_3,,,TRUE
Krabian_Second_3,Line,Player,Eclis,아니면 그 입을 찢어버리겠어.,SickOf,Krabian_Second_4,,,TRUE
Krabian_Second_4,Line,NPC,Krabian,으윽... 크라비안 조용히 한다.,Talk,Krabian_Second_5,,,TRUE
Krabian_Second_5,Line,Player,Eclis,나를 반갑다는 듯이 맞지 마라. 난 네가 전혀 반갑지 않아.,Bored,Krabian_Second_6,,,TRUE
Krabian_Second_6,Line,NPC,Krabian,알겠다 인간. 안 반갑다 인간!,Talk,Krabian_Second_7,,,TRUE
Krabian_Second_7,Line,Player,Eclis,...,Bored,Krabian_Second_8,,,TRUE
Krabian_Second_8,End,,,,,,,,TRUE
Krabian_Krabian'sCanine_1,Line,NPC,Krabian,전부 팔았다!,Delight,Krabian_Krabian'sCanine_2,,,TRUE
Krabian_Krabian'sCanine_2,Line,Player,Eclis,"그래, 마음에 드나?",Smile,Krabian_Krabian'sCanine_3,,,TRUE
Krabian_Krabian'sCanine_3,Line,NPC,Krabian,그렇다. 이제 관리자에게 포상 받을 수 있다.,Delight,Krabian_Krabian'sCanine_4,,,TRUE
Krabian_Krabian'sCanine_4,Line,Player,Eclis,포상?,Talk,Krabian_Krabian'sCanine_5,,,TRUE
Krabian_Krabian'sCanine_5,Line,NPC,Krabian,장사 잘 해서 전부 팔면 관리자가 포상 준다고 했다.,Talk,Krabian_Krabian'sCanine_6,,,TRUE
Krabian_Krabian'sCanine_6,Line,Player,Eclis,딱히 네가 장사를 잘해서 다 판 건 아닌 거 같은데.,Talk,Krabian_Krabian'sCanine_7,,,TRUE
Krabian_Krabian'sCanine_7,Line,NPC,Krabian,그런 건 상관 없다. 고맙다 인간. 선물 주겠다.,Talk,Krabian_Krabian'sCanine_8,,,TRUE
Krabian_Krabian'sCanine_8,End,,,,,,,,TRUE
Lucien_First_1,Line,Player,Eclis,인간인가...?,Talk,Lucien_First_2,,,TRUE
Lucien_First_2,Line,NPC,Lucien,흐음~,Default,Lucien_First_3,,,TRUE
Lucien_First_3,Line,NPC,Lucien,"놀려주고 싶지만, 약속은 약속이니까...",Talk,Lucien_First_4,,,TRUE
Lucien_First_4,Line,NPC,Lucien,"결론부터 말하면, 난 인간이 아니야~ 마족이지. 하지만 인간을 전혀 해치지 않는 착한 마족이랄까?",Talk,Lucien_First_5,,,TRUE
Lucien_First_5,Line,Player,Eclis,"하아, 여기는 이상한 놈들 천지군. 너는 뭐하는 녀석이지?",Bored,Lucien_First_6,,,TRUE
Lucien_First_6,Line,NPC,Lucien,흡혈귀.,Talk,Lucien_First_7,,,TRUE
Lucien_First_7,Line,Player,Eclis,흡혈귀? 설마... 그 소문의 흡혈귀의 본모습이란 말인가?,Talk,Lucien_First_8,,,TRUE
Lucien_First_8,Line,NPC,Lucien,"오 이런, 아쉽게도 이 모습도 본 모습은 아니야.",Talk,Lucien_First_9,,,TRUE
Lucien_First_9,Line,NPC,Lucien,그래도 소문으로만 듣던 흡혈귀를 직접 보니 어때?,Talk,Lucien_First_10,,,TRUE
Lucien_First_10,Line,Player,Eclis,"꼭 내 손으로 죽이고 싶다고 생각했는데, 직접 만나게 될 줄이야.",Talk,Lucien_First_11,,,TRUE
Lucien_First_11,Line,NPC,Lucien,하하하!,Talk,Lucien_First_12,,,TRUE
Lucien_First_12,Line,NPC,Lucien,미안하지만 날 죽일 순 없어.,Talk,Lucien_First_13,,,TRUE
Lucien_First_13,Line,NPC,Lucien,"그리고, 날 만날 때마다 당신은 나에게 피를 지불해야해. 그게 규칙이거든!",Talk,Lucien_First_14,,,TRUE
Lucien_First_14,Line,Player,Eclis,도대체 그딴 규칙이 왜 있는 거지?,Talk,Lucien_First_15,,,TRUE
Lucien_First_15,Line,NPC,Lucien,너무 억울해 하진 않아도 돼. 나에게 피를 적당히 주면 나도 당신에게 도움을 줄테니까. 시련이 다 그런 거 아니겠어?,Talk,Lucien_First_16,,,TRUE
Lucien_First_16,End,,,,,,,,TRUE
Lucien_Second_1,Line,Player,Eclis,윽... 또 만났잖아.,Bored,Lucien_Second_2,,,TRUE
Lucien_Second_2,Line,NPC,Lucien,그렇게 대놓고 싫어하면 조금 상처인데?,Talk,Lucien_Second_3,,,TRUE
Lucien_Second_3,End,,,,,,,,TRUE
Elemental_First_1,Line,Player,Eclis,이건 뭐지...?,Talk,Elemental_First_2,,,TRUE
Elemental_First_2,Line,NPC,Elemental,(둥실둥실 떠다니며 이클리스를 응시한다),Default,Elemental_First_3,,,TRUE
Elemental_First_3,Line,Player,Eclis,"생명체인 것 같은데... 별 다른 반응이 없군, 살아 있긴 한 건가?",Talk,Elemental_First_4,,,TRUE
Elemental_First_4,Line,NPC,Elemental,(가까이 다가가자 이클리스의 무기를 가리킨다.),Default,Elemental_First_5,,,TRUE
Elemental_First_5,Line,Player,Eclis,뭔가를 바라는 모양이군.,Talk,Elemental_First_6,,,TRUE
Elemental_First_6,End,,,,,,,,TRUE
Elemental_Second_1,Line,Player,Eclis,정말 정령이라니... 오래 살고 볼 일이군.,Talk,Elemental_Second_2,,,TRUE
Elemental_Second_2,Line,Player,Eclis,자아가 없는 것 같아서 조금 아쉽지만 말이야.,Talk,Elemental_Second_3,,,TRUE
Elemental_Second_3,End,,,,,,,,TRUE
Clown_First_1,Line,Player,Eclis,(검을 쥐어잡는다),Default,Clown_First_2,,,TRUE
Clown_First_2,Line,NPC,Clown,그렇게 경계할 것 없다네. 난 그저 자네와 거래하기 위해 존재하는 어릿광대이니까 말이야.,Talk,Clown_First_3,,,TRUE
Clown_First_3,Line,Player,Eclis,...,Default,Clown_First_4,,,TRUE
Clown_First_4,Line,Player,Eclis,기습하거나 하진 않겠지?,Talk,Clown_First_5,,,TRUE
